11-1011,Chief Executives,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers."
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Smokehouse Worker
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Tobacco Drier Operator
51-3092,Food Batchmakers,Almond Paste Mixer
51-3092,Food Batchmakers,Candy Maker
51-3092,Food Batchmakers,Candy Puller
51-3092,Food Batchmakers,Cheese Processor
51-3092,Food Batchmakers,Cottage Cheese Maker
51-3092,Food Batchmakers,Dough Scaler and Mixer
51-3092,Food Batchmakers,Frozen Yogurt Maker
51-3092,Food Batchmakers,Honey Blender
51-3092,Food Batchmakers,Ice Cream Maker
51-3092,Food Batchmakers,Liquid Sugar Fortifier
51-3092,Food Batchmakers,Peanut Butter Maker
51-3092,Food Batchmakers,Pickle Maker
51-3092,Food Batchmakers,Relish Maker
51-3092,Food Batchmakers,Taffy Puller
51-3093,Food Cooking Machine Operators and Tenders,Doughnut Machine Operator
51-3093,Food Cooking Machine Operators and Tenders,Dumpling Machine Operator
51-3093,Food Cooking Machine Operators and Tenders,Fish Fryer
51-3093,Food Cooking Machine Operators and Tenders,Food Cooking Machine Operator
51-3093,Food Cooking Machine Operators and Tenders,Kettle Fry Cook Operator
51-3093,Food Cooking Machine Operators and Tenders,Pierogi Maker
51-3093,Food Cooking Machine Operators and Tenders,Potato Chip Frier
51-3093,Food Cooking Machine Operators and Tenders,Tripe Cooker
51-3099,"Food Processing Workers, All Other",Olive Pitter
51-3099,"Food Processing Workers, All Other",Pasta Press Operator
51-3099,"Food Processing Workers, All Other",Poultry Hanger
51-3099,"Food Processing Workers, All Other",Yeast Maker
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Wire Drawing Machine Tender
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Wire Mill Rover
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Cold Header Operator
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Forging Roll Operator
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Header Setup Operator
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Spike Machine Operator
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Swager Operator
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Swaging Machine Operator
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Brass Roller
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Forming Roll Operator
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Sheet Roller Operator
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Pipe Straightener
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Plastic Straightening Roll Operator
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Steel Roller
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Crimping Machine Operator for Metal
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Four Slide Machine Setter
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Punch Press Operator
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Slitter
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Stamper
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Bore Mill Operator for Plastic
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Boring Mill Operator for Metal
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Drill Press Operator for Metal
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Horizontal Boring Mill Operator for Metal
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Radial Drill Operator for Plastic
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Radial Drill Press Operator for Plastic
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Reaming Machine Operator for Plastic
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Aluminum Polisher
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Deburring Machine Operator
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Jewel Bearing Facer
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Metal Grinder
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Tool Polishing Machine Operator
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engine Lathe Operator
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Gear Cutter
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Screw Machine Operator
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Screw Machine Tool Setter
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Milling Machine Operator
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Rotary Head Milling Machine Setup Operator
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Plastic Thread Milling Machine Setup Operator
51-4041,Machinists,Automotive Machinist
51-4041,Machinists,CNC Machinist
51-4041,Machinists,Gear Machinist
51-4041,Machinists,Manual Lathe Machinist
51-4041,Machinists,Precision Machinist
51-4041,Machinists,Production Machinist
51-4041,Machinists,Tool Room Machinist
51-4051,Metal-Refining Furnace Operators and Tenders,Electric Arc Furnace Operator
51-4051,Metal-Refining Furnace Operators and Tenders,Melt Room Operator
51-4051,Metal-Refining Furnace Operators and Tenders,Smelter Operator
51-4052,"Pourers and Casters, Metal",Aluminum Pourer
51-4052,"Pourers and Casters, Metal",Ingot Caster
51-4052,"Pourers and Casters, Metal",Iron Pourer
51-4052,"Pourers and Casters, Metal",Molten Iron Pourer
51-4052,"Pourers and Casters, Metal",Steel Pourer
51-4052,"Pourers and Casters, Metal",Tin Pourer
51-4052,"Pourers and Casters, Metal",White Metal Caster
51-4061,"Model Makers, Metal and Plastic",Metal Mockup Maker
51-4061,"Model Makers, Metal and Plastic",Plastic Jig and Fixture Builder
51-4062,"Patternmakers, Metal and Plastic",Metal Patternmaker
51-4071,Foundry Mold and Coremakers,Airset Caster
51-4071,Foundry Mold and Coremakers,Airset Molder
51-4071,Foundry Mold and Coremakers,Core Stripper
51-4071,Foundry Mold and Coremakers,Foundry Molder
51-4071,Foundry Mold and Coremakers,Green Sand Molder
51-4071,Foundry Mold and Coremakers,No Bake Molder
51-4071,Foundry Mold and Coremakers,Sand Molder
51-4071,Foundry Mold and Coremakers,Wax Pattern Coater
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Aluminum Molding Machine Operator
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Blow Mold Operator
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Compression Molding Machine Operator
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Plastic Cup Fabricating Machine Operator
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Combination Machine Tool Operator
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Multi-operation Forming Machine Setter
51-4111,Tool and Die Makers,Jig Bore Tool Maker
51-4111,Tool and Die Makers,Metal Die Finisher
51-4111,Tool and Die Makers,Metal Gauge Maker
51-4111,Tool and Die Makers,Plastic Die Maker Apprentice
51-4111,Tool and Die Makers,Tool Maker
51-4111,Tool and Die Makers,Toolmaker
51-4121,"Welders, Cutters, Solderers, and Brazers",Aluminum Welder
51-4121,"Welders, Cutters, Solderers, and Brazers",Arc Welder
51-4121,"Welders, Cutters, Solderers, and Brazers",Brazer
51-4121,"Welders, Cutters, Solderers, and Brazers",Certified Maintenance Welder
51-4121,"Welders, Cutters, Solderers, and Brazers",Cutting Torch Operator
51-4121,"Welders, Cutters, Solderers, and Brazers",Pipe Welder
51-4121,"Welders, Cutters, Solderers, and Brazers",Silver Solderer
51-4121,"Welders, Cutters, Solderers, and Brazers",Sub Arc Operator
51-4121,"Welders, Cutters, Solderers, and Brazers",Welder Fitter
51-4121,"Welders, Cutters, Solderers, and Brazers",Wire Welder
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Brazing Machine Operator
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Brazing Machine Setter and Setup Operator
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Brazing Machine Tender
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Electron Beam Welder Setter
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Machine Welder
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Reserve Tube Welder
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Soldering Machine Operator
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Soldering Machine Setter and Setup Operator
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Soldering Machine Tender
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Ultrasonic Welding Machine Operator
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Welding Machine Operator
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Annealing Furnace Operator
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Carburizing Furnace Operator
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Flame Hardening Machine Setter
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treater Apprentice
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treating Furnace Tender
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Induction Machine Setter
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Wire Annealer
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Wire Temperer
51-4192,"Layout Workers, Metal and Plastic",Shipfitter
51-4192,"Layout Workers, Metal and Plastic",Shipfitter Apprentice
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Anodizer
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Chrome Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Chromium Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Copper Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Electro Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Electrogalvanizing Machine Operator
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Electroplater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Galvanizer
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Hard Chrome Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Spraying Machine Operator
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metalizing Machine Operator
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Nickel Plater
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Plating Machine Operator
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Tin Plater
51-4194,"Tool Grinders, Filers, and Sharpeners",Tool Grinder
51-4194,"Tool Grinders, Filers, and Sharpeners",Tool Grinding Machine Operator
51-4194,"Tool Grinders, Filers, and Sharpeners",Tool Sharpener
51-4194,"Tool Grinders, Filers, and Sharpeners",Tool Straightener
51-4199,"Metal Workers and Plastic Workers, All Other",Electrical Discharge Machine Setup Operator
51-4199,"Metal Workers and Plastic Workers, All Other",Metal Rivet Machine Operator
51-4199,"Metal Workers and Plastic Workers, All Other",Tin Recovery Worker
51-5111,Prepress Technicians and Workers,Digital Proofing and Platemaker
51-5111,Prepress Technicians and Workers,Electronic Pre-Press Technician
51-5111,Prepress Technicians and Workers,Photoengraver
51-5111,Prepress Technicians and Workers,Plate Mounter
51-5111,Prepress Technicians and Workers,Pre-Press Proofer
51-5111,Prepress Technicians and Workers,Prepress Stripper
51-5111,Prepress Technicians and Workers,Type Setter
51-5112,Printing Press Operators,Digital Press Operator
51-5112,Printing Press Operators,Flexographic Press Operator
51-5112,Printing Press Operators,Gravure Press Operator
51-5112,Printing Press Operators,Lithograph Press Operator
51-5112,Printing Press Operators,Lithographing Machine Operator
51-5112,Printing Press Operators,Offset Lithographic Press Setter and Set-Up Operator
51-5112,Printing Press Operators,Offset Press Operator
51-5112,Printing Press Operators,Printing Machine Operator
51-5112,Printing Press Operators,Screen Printing Machine Operator
51-5112,Printing Press Operators,Screen Printing Press Operator
51-5112,Printing Press Operators,Silk Screen Operator
51-5112,Printing Press Operators,Silk Screen Printer
51-5112,Printing Press Operators,Web Offset Press Feeder
51-5112,Printing Press Operators,Web Press Operator
51-5113,Print Binding and Finishing Workers,Bindery Cutter Operator
51-5113,Print Binding and Finishing Workers,Bindery Folder Operator
51-5113,Print Binding and Finishing Workers,Bindery Machine Operator
51-5113,Print Binding and Finishing Workers,Bindery Worker
51-5113,Print Binding and Finishing Workers,Book Repairer
